name,address,phone_number,website,type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Hanoi - Restaurant Vietnamese,"3 Rue Adolphe Mille, Paris",01 42 08 28 20,http://4sq.com/1D81Vau,restaurant,"Monday: 11:30 AM – 3:00 PM, 6:00 – 10:00 PM","Tuesday: 11:30 AM – 3:00 PM, 6:00 – 10:00 PM","Wednesday: 11:30 AM – 3:00 PM, 6:00 – 10:00 PM","Thursday: 11:30 AM – 3:00 PM, 6:00 – 10:00 PM","Friday: 11:30 AM – 3:00 PM, 6:00 – 10:00 PM","Saturday: 11:30 AM – 3:00 PM, 6:00 – 10:00 PM","Sunday: 11:30 AM – 3:00 PM, 6:00 – 10:00 PM"
OGGI,"63 Rue des Marchais, Paris",01 42 55 19 61,https://fr-fr.facebook.com/OGGI-349126335192596/,restaurant,"Monday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:45 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:45 PM","Friday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Saturday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Sunday: 12:00 – 2:30 PM, 7:00 – 11:00 PM"
Soc Francaise D Exploitation Restauran,"26 Av. Corentin Cariou, Paris",01 40 05 79 99,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Restaurant Indien Paris 19 - Bombay Curry,"119 Rue de Meaux, Paris",01 42 40 41 38,Not Available,restaurant,"Monday: 11:15 AM – 2:30 PM, 6:30 – 11:00 PM","Tuesday: 11:15 AM – 2:30 PM, 6:30 – 11:00 PM","Wednesday: 11:15 AM – 2:30 PM, 6:30 – 11:00 PM","Thursday: 11:15 AM – 2:30 PM, 6:30 – 11:00 PM","Friday: 11:15 AM – 2:30 PM, 6:30 – 11:00 PM","Saturday: 11:15 AM – 2:30 PM, 6:30 – 11:00 PM","Sunday: 11:15 AM – 2:30 PM, 6:30 – 11:00 PM"
Soup'son,"107 Rue de Crimée, Paris",09 84 12 73 04,Not Available,restaurant,Monday: 8:00 AM – 2:00 AM,Tuesday: 8:00 AM – 2:00 AM,Wednesday: 8:00 AM – 2:00 AM,Thursday: 8:00 AM – 2:00 AM,Friday: 8:00 AM – 2:00 AM,Saturday: 8:00 AM – 2:00 AM,Sunday: 8:00 AM – 8:00 PM
Restaurant EFE,"6 Rue Danton, Le Pré-Saint-Gervais",09 88 31 87 59,Not Available,restaurant,Monday: 11:00 AM – 10:30 PM,Tuesday: 11:00 AM – 10:30 PM,Wednesday: 11:00 AM – 10:30 PM,Thursday: 11:00 AM – 10:30 PM,Friday: 11:00 AM – 10:30 PM,Saturday: 11:00 AM – 10:30 PM,Sunday: 11:00 AM – 10:00 PM
Chez Yu - Restaurant Vietnamien,"40 Rue de Belleville, Paris",01 43 58 58 88,https://www.chezyu.fr/fr,meal_takeaway,Monday: Closed,"Tuesday: 11:30 AM – 3:30 PM, 6:00 – 10:00 PM","Wednesday: 11:30 AM – 3:30 PM, 6:00 – 10:00 PM","Thursday: 11:30 AM – 3:30 PM, 6:00 – 10:00 PM",Friday: 11:30 AM – 10:00 PM,Saturday: 11:30 AM – 10:00 PM,Sunday: 11:30 AM – 10:00 PM
Chez Tofe Restaurant Asiatique,"6 Av. Corentin Cariou, Paris",01 84 06 19 30,Not Available,restaurant,"Monday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 7:00 – 10:30 PM",Saturday: 7:00 – 10:30 PM,"Sunday: 12:00 – 2:30 PM, 7:00 – 10:30 PM"
RESTO 19 CROQ SAM,"104 Av. de Flandre, Paris",06 23 75 91 21,Not Available,restaurant,Monday: 7:00 AM – 5:00 PM,Tuesday: 7:00 AM – 5:00 PM,Wednesday: 7:00 AM – 5:00 PM,Thursday: 7:00 AM – 5:00 PM,Friday: 7:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed
Le Mayzak Restaurant,"79bis Av. du Général Leclerc, Pantin",06 66 50 43 41,Not Available,restaurant,Monday: 12:00 – 2:30 PM,"Tuesday: 12:00 – 2:30 PM, 4:00 PM – 2:00 AM","Wednesday: 12:00 – 2:30 PM, 4:00 PM – 2:00 AM","Thursday: 12:00 – 2:30 PM, 4:00 PM – 2:00 AM","Friday: 12:00 – 2:30 PM, 4:00 PM – 5:00 AM",Saturday: 4:00 PM – 5:00 AM,Sunday: 4:00 PM – 2:00 AM
Restaurant Emeraude Pali Kao,"11-15 Rue de Pali-Kao, Paris",Not Available,https://www.paris.fr/lieux/restaurant-emeraude-pali-kao-19270,restaurant,Monday: 12:00 – 1:30 PM,Tuesday: 12:00 – 1:30 PM,Wednesday: 12:00 – 1:30 PM,Thursday: 12:00 – 1:30 PM,Friday: 12:00 – 1:30 PM,Saturday: Closed,Sunday: Closed
le petit cambodge,"20 Rue Alibert, Paris",01 42 45 80 88,http://www.lepetitcambodge.fr/,bar,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
Restaurant Santa Monica,"180 Av. Jean Jaurès, Paris",01 42 41 71 35,http://pizzeriasantamonica.com/,meal_takeaway,"Monday: 12:00 – 3:00 PM, 6:30 PM – 12:00 AM","Tuesday: 12:00 – 3:00 PM, 6:30 PM – 12:00 AM","Wednesday: 12:00 – 3:00 PM, 6:30 PM – 12:00 AM","Thursday: 12:00 – 3:00 PM, 6:30 PM – 12:00 AM","Friday: 12:00 – 3:00 PM, 6:30 PM – 12:00 AM","Saturday: 12:00 – 3:00 PM, 6:30 PM – 12:00 AM","Sunday: 12:00 – 3:00 PM, 6:30 PM – 12:00 AM"
Restaurant Wen Zhou Mei Shi Lin,"16 Rue de Belleville, Paris",Not Available,http://lacantinechinoise.fr/,meal_delivery,Monday: 11:30 AM – 10:30 PM,Tuesday: Closed,Wednesday: 11:30 AM – 10:30 PM,Thursday: 11:30 AM – 10:30 PM,Friday: 11:30 AM – 10:30 PM,Saturday: 11:30 AM – 10:30 PM,Sunday: 11:30 AM – 10:30 PM
Bulgogi Restaurant,"12 Rue Louis Bonnet, Paris",09 86 73 15 54,Not Available,restaurant,"Monday: 12:30 – 3:00 PM, 7:00 – 9:30 PM",Tuesday: 12:30 – 3:00 PM,Wednesday: 12:30 – 3:00 PM,Thursday: 12:30 – 3:00 PM,"Friday: 12:30 – 3:00 PM, 7:00 – 9:30 PM","Saturday: 12:45 – 3:00 PM, 7:00 – 9:30 PM",Sunday: Closed
Restaurant grill Istanbul,"69 Rue de Paris, Les Lilas",09 52 61 02 75,Not Available,restaurant,Monday: 11:00 AM – 12:00 AM,Tuesday: 11:00 AM – 12:00 AM,Wednesday: 11:00 AM – 12:00 AM,Thursday: 11:00 AM – 12:00 AM,Friday: 11:00 AM – 12:00 AM,Saturday: 11:00 AM – 12:00 AM,Sunday: Closed
Restaurant - Le Paris 17,"41 Rue Guersant, Paris",01 45 74 75 27,http://www.restaurant-paris17.fr/,restaurant,"Monday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 7:00 – 10:30 PM",Saturday: 7:00 – 10:30 PM,Sunday: Closed
Le 975,"185 Rue Marcadet 75018, Paris",09 54 95 71 58,http://le975.com/,restaurant,"Monday: 12:00 – 2:00 PM, 7:30 – 9:45 PM","Tuesday: 12:00 – 2:00 PM, 7:30 – 9:45 PM","Wednesday: 12:00 – 2:00 PM, 7:30 – 9:45 PM","Thursday: 12:00 – 2:00 PM, 7:30 – 9:45 PM","Friday: 12:00 – 2:00 PM, 7:30 – 9:45 PM",Saturday: Closed,Sunday: Closed
Restaurant Legendre Idéal,"92 Rue Legendre, Paris",01 46 27 15 18,Not Available,bar,Monday: Closed,"Tuesday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Friday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Saturday: 12:00 – 2:30 PM, 7:00 – 11:00 PM",Sunday: Closed
En Face,"33 Rue Guersant, Paris",01 47 64 10 93,http://www.enface-restaurant.com/,restaurant,Monday: Closed,"Tuesday: 12:00 – 2:30 PM, 6:00 PM – 12:00 AM","Wednesday: 12:00 – 2:30 PM, 6:00 PM – 12:00 AM","Thursday: 12:00 – 2:30 PM, 6:00 PM – 12:00 AM","Friday: 12:00 – 2:30 PM, 6:00 PM – 12:00 AM","Saturday: 12:00 – 3:00 PM, 7:00 PM – 12:00 AM",Sunday: Closed
L'amour et la folie,"94 Bd des Batignolles, Paris",01 43 87 26 84,https://lamour-et-la-folie.fr/,bar,Monday: Closed,"Tuesday: 12:00 – 2:00 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 2:00 PM, 7:00 – 10:30 PM","Thursday: 12:00 – 2:00 PM, 7:00 – 10:30 PM","Friday: 12:00 – 2:00 PM, 7:00 – 10:30 PM",Saturday: 7:00 – 10:30 PM,Sunday: Closed
Plats a emporter,"98 R. de Lévis, Paris",Not Available,Not Available,restaurant,Monday: 8:00 AM – 10:00 PM,Tuesday: 8:00 AM – 10:00 PM,Wednesday: 8:00 AM – 10:00 PM,Thursday: 8:00 AM – 10:00 PM,Friday: 8:00 AM – 10:00 PM,Saturday: 8:00 AM – 6:00 PM,Sunday: 8:00 AM – 6:00 PM
Restaurant L'escient,"28 Rue Poncelet, Paris",01 47 64 49 13,https://lescient-paris.fr/fr,restaurant,"Monday: 12:00 – 1:30 PM, 7:30 – 10:00 PM","Tuesday: 12:00 – 2:00 PM, 7:30 – 10:00 PM","Wednesday: 12:00 – 2:00 PM, 7:30 – 10:00 PM","Thursday: 12:00 – 2:00 PM, 7:30 – 10:00 PM","Friday: 12:00 – 2:00 PM, 7:30 – 10:00 PM",Saturday: 12:00 – 10:00 PM,Sunday: Closed
Petit Boutary,"16 Rue Jacquemont, Paris",01 46 27 76 23,http://www.petitboutary.com/,restaurant,Monday: Closed,"Tuesday: 12:00 – 2:00 PM, 7:30 – 10:00 PM","Wednesday: 12:00 – 2:00 PM, 7:30 – 10:00 PM","Thursday: 12:00 – 2:00 PM, 7:30 – 10:00 PM","Friday: 12:00 – 2:00 PM, 7:30 – 10:00 PM","Saturday: 12:00 – 2:00 PM, 7:00 – 10:00 PM",Sunday: Closed
Restaurant Oxte,"5 Rue Troyon, Paris",01 45 75 15 15,http://www.restaurant-oxte.com/,restaurant,"Monday: 12:15 – 1:30 PM, 7:15 – 8:45 PM","Tuesday: 12:15 – 1:30 PM, 7:15 – 8:30 PM","Wednesday: 12:15 – 1:30 PM, 7:15 – 8:30 PM","Thursday: 12:15 – 1:30 PM, 7:15 – 8:30 PM","Friday: 12:15 – 1:30 PM, 7:15 – 8:30 PM",Saturday: Closed,Sunday: Closed
Bar Restaurant Le 17,"10 Rue Bernard Buffet, Paris",01 40 25 20 20,Not Available,restaurant,Monday: 6:00 – 10:30 PM,Tuesday: 6:00 – 10:30 PM,Wednesday: 6:00 – 10:30 PM,Thursday: 6:00 – 10:30 PM,Friday: 6:00 – 10:30 PM,Saturday: Closed,Sunday: Closed
Restaurent,"106 Rue de Saussure, Paris",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Le 95,"95 Bd Bessières, Paris",01 84 05 47 94,Not Available,restaurant,Monday: 7:30 AM – 8:00 PM,Tuesday: 7:30 AM – 8:00 PM,Wednesday: 7:30 AM – 8:00 PM,Thursday: 7:30 AM – 8:00 PM,Friday: 7:30 AM – 8:00 PM,Saturday: Closed,Sunday: Closed
Restaurant Petit Gris,"67 Rue Rennequin, Paris",06 11 34 69 91,Not Available,restaurant,"Monday: 12:00 – 2:00 PM, 7:30 – 11:00 PM","Tuesday: 12:00 – 2:00 PM, 7:30 – 11:00 PM","Wednesday: 12:00 – 2:00 PM, 7:30 – 11:00 PM","Thursday: 12:00 – 2:00 PM, 7:30 – 11:00 PM","Friday: 12:00 – 2:00 PM, 7:30 – 11:00 PM",Saturday: 7:30 – 11:00 PM,Sunday: Closed
Zo,"13 Rue Montalivet, Paris",01 42 65 18 18,http://www.restaurantzo.com/,restaurant,"Monday: 12:00 – 2:30 PM, 7:30 – 10:30 PM","Tuesday: 12:00 – 2:30 PM, 7:30 – 11:00 PM","Wednesday: 12:00 – 2:30 PM, 7:30 – 11:00 PM","Thursday: 12:00 – 2:30 PM, 7:30 – 11:00 PM","Friday: 12:00 – 2:30 PM, 7:30 – 11:00 PM",Saturday: 7:30 – 11:30 PM,Sunday: Closed
FLESH restaurant,"25 Rue de Douai, Paris",01 42 81 21 93,Not Available,bar,Monday: Closed,"Tuesday: 12:00 – 2:00 PM, 7:30 – 10:30 PM","Wednesday: 12:00 – 2:00 PM, 7:30 – 10:30 PM","Thursday: 12:00 – 2:00 PM, 7:30 – 10:30 PM","Friday: 12:00 – 2:00 PM, 7:30 – 11:00 PM","Saturday: 12:30 – 2:30 PM, 7:30 – 11:00 PM",Sunday: Closed
Restaurant Chez Lucette,"43 Rue de La Jonquière, Paris",01 46 27 72 54,Not Available,restaurant,"Monday: 11:30 AM – 3:00 PM, 7:00 – 9:00 PM","Tuesday: 11:30 AM – 3:00 PM, 6:00 – 11:00 PM","Wednesday: 11:30 AM – 3:00 PM, 6:00 – 11:00 PM","Thursday: 11:30 AM – 3:00 PM, 6:00 – 11:00 PM","Friday: 11:30 AM – 3:00 PM, 6:00 – 11:00 PM","Saturday: 11:30 AM – 3:00 PM, 6:00 – 11:00 PM",Sunday: Closed
Il Grano,"212 Bis Bd Pereire, Paris",01 58 57 99 46,http://www.restaurantilgrano.com/,restaurant,Monday: 11:30 AM – 11:00 PM,Tuesday: 11:30 AM – 11:00 PM,Wednesday: 11:30 AM – 11:00 PM,Thursday: 11:30 AM – 11:00 PM,Friday: 11:30 AM – 11:00 PM,Saturday: 11:30 AM – 11:00 PM,Sunday: 11:30 AM – 11:00 PM
Domenico's,"8 Rue Saint-Lazare, Paris",01 42 40 02 48,Not Available,restaurant,"Monday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Tuesday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Wednesday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Thursday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Friday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Saturday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Sunday: 12:00 – 2:00 PM, 7:00 – 10:00 PM"
L'Endroit,"67 Place du Dr Félix Lobligeois, Paris",01 42 29 50 00,Not Available,cafe,Monday: 8:00 AM – 2:00 AM,Tuesday: 8:00 AM – 2:00 AM,Wednesday: 8:00 AM – 2:00 AM,Thursday: 8:00 AM – 2:00 AM,Friday: 8:00 AM – 2:00 AM,Saturday: 8:00 AM – 2:00 AM,Sunday: 8:00 AM – 2:00 AM
Al Caratello,"5 Rue Audran, Paris",01 42 62 24 23,https://alcaratello.com/,restaurant,Monday: 6:30 – 11:30 PM,Tuesday: 6:30 – 11:30 PM,Wednesday: 6:30 – 11:30 PM,Thursday: 6:30 – 11:30 PM,Friday: 6:30 – 11:30 PM,"Saturday: 12:00 – 3:30 PM, 6:30 – 11:30 PM","Sunday: 12:00 – 3:30 PM, 6:30 – 11:30 PM"
Le Céladon,"15 Rue Daunou, Paris",01 42 61 57 46,https://www.leceladon.fr/,restaurant,Monday: Closed,"Tuesday: 12:00 – 2:30 PM, 7:00 – 9:30 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 9:30 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 9:30 PM","Friday: 12:00 – 2:30 PM, 7:00 – 9:30 PM",Saturday: 7:00 – 9:30 PM,Sunday: Closed
Restaurant Vatel Paris,"122 Rue Nollet, Paris",01 42 26 26 60,https://www.restaurantvatel.fr/fr/paris/restaurant,restaurant,"Monday: 12:00 – 1:30 PM, 7:00 – 9:00 PM","Tuesday: 12:00 – 1:30 PM, 7:00 – 9:00 PM","Wednesday: 12:00 – 1:30 PM, 7:00 – 9:00 PM","Thursday: 12:00 – 1:30 PM, 7:00 – 9:00 PM","Friday: 12:00 – 1:30 PM, 7:00 – 9:00 PM",Saturday: Closed,Sunday: Closed
Chez Ly...Restaurant,"95 Av. Niel, Paris",01 40 53 88 38,https://www.chezly-paris.com/,restaurant,Monday: Closed,"Tuesday: 12:00 – 3:00 PM, 7:00 – 11:00 PM","Wednesday: 12:00 – 3:00 PM, 7:00 – 11:00 PM","Thursday: 12:00 – 3:00 PM, 7:00 – 11:00 PM","Friday: 12:00 – 3:00 PM, 7:00 – 11:00 PM","Saturday: 12:00 – 3:00 PM, 7:00 – 11:00 PM","Sunday: 12:00 – 3:00 PM, 7:00 – 11:00 PM"
Break | Restaurant Paris 17 | Terrasse | Brunch Paris,"119 Bd Pereire, Paris",01 58 62 14 39,http://break-paris.fr/,restaurant,Monday: 10:00 AM – 5:00 PM,Tuesday: 10:00 AM – 1:00 AM,Wednesday: 10:00 AM – 1:00 AM,Thursday: 10:00 AM – 1:00 AM,Friday: 10:00 AM – 1:00 AM,Saturday: 10:00 AM – 1:00 AM,Sunday: 10:00 AM – 5:00 PM
Le Faham restaurant,"108 Rue Cardinet, Paris",01 53 81 48 18,https://lefaham.com/,restaurant,Monday: Closed,Tuesday: 7:30 – 9:30 PM,Wednesday: 7:30 – 9:30 PM,"Thursday: 12:00 – 1:30 PM, 7:30 – 9:30 PM","Friday: 12:00 – 1:30 PM, 7:30 – 9:30 PM","Saturday: 12:00 – 1:30 PM, 7:30 – 9:30 PM",Sunday: Closed
Restaurant Mieux,"21 Rue Saint-Lazare, Paris",01 71 32 46 73,http://www.mieux-restaurant.com/,restaurant,"Monday: 12:00 – 2:30 PM, 7:30 – 10:15 PM","Tuesday: 12:00 – 2:30 PM, 7:30 – 10:15 PM","Wednesday: 12:00 – 2:30 PM, 7:30 – 10:15 PM","Thursday: 12:00 – 2:30 PM, 7:30 – 10:15 PM","Friday: 12:00 – 2:30 PM, 7:30 – 10:15 PM","Saturday: 12:00 – 2:30 PM, 7:30 – 10:15 PM",Sunday: Closed
La Scène,"32 Av. Matignon, Paris",01 42 65 05 61,https://www.la-scene.paris/,restaurant,"Monday: 12:30 – 1:30 PM, 7:30 – 9:00 PM","Tuesday: 12:30 – 1:30 PM, 7:30 – 9:00 PM","Wednesday: 12:30 – 1:30 PM, 7:30 – 9:00 PM","Thursday: 12:30 – 1:30 PM, 7:30 – 9:00 PM","Friday: 12:30 – 1:30 PM, 7:30 – 9:00 PM",Saturday: Closed,Sunday: Closed
restau,"27bis Rue de La Jonquière, Paris",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Villa Yora Restaurant Sud américain Ceviche,"2 Rue Frochot, Paris",01 49 29 50 50,https://villayora.com/,restaurant,"Monday: 12:00 – 3:00 PM, 7:00 PM – 2:00 AM","Tuesday: 12:00 – 3:00 PM, 7:00 PM – 2:00 AM","Wednesday: 12:00 – 3:00 PM, 7:00 PM – 2:00 AM","Thursday: 12:00 – 3:00 PM, 7:00 PM – 2:00 AM","Friday: 12:00 – 3:00 PM, 7:00 PM – 2:00 AM","Saturday: 12:00 – 3:00 PM, 7:00 PM – 2:00 AM","Sunday: 12:00 – 3:00 PM, 7:00 PM – 2:00 AM"
Restaurant Italien - La Scampia,"13 Rue Bonnet, Clichy",01 55 46 03 34,https://lascampia-restaurant-clichy.fr/fr,restaurant,"Monday: 10:30 AM – 2:30 PM, 6:30 – 10:30 PM","Tuesday: 10:30 AM – 2:30 PM, 6:30 – 10:30 PM","Wednesday: 10:30 AM – 2:30 PM, 6:30 – 10:30 PM","Thursday: 10:30 AM – 2:30 PM, 6:30 – 10:30 PM","Friday: 10:30 AM – 2:30 PM, 6:30 – 11:30 PM",Saturday: 6:30 – 11:30 PM,Sunday: 6:30 – 11:30 PM
Restaurant Brigitte,"16 Av. de Villiers, Paris",01 47 63 25 61,http://www.restaurantbrigitte.fr/,restaurant,"Monday: 12:00 – 2:30 PM, 7:30 – 10:30 PM","Tuesday: 12:00 – 2:30 PM, 7:30 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 7:30 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 7:30 – 10:30 PM","Friday: 12:00 – 2:30 PM, 7:30 – 10:30 PM","Saturday: 12:00 – 2:30 PM, 7:30 – 10:30 PM","Sunday: 12:00 – 2:00 PM, 7:30 – 10:00 PM"
Jacques Faussat,"54 Rue Cardinet, Paris",01 47 63 40 37,http://www.jacquesfaussat.com/,restaurant,"Monday: 12:00 – 2:30 PM, 7:30 – 10:00 PM","Tuesday: 12:00 – 2:30 PM, 7:30 – 10:00 PM","Wednesday: 12:00 – 2:30 PM, 7:30 – 10:00 PM","Thursday: 12:00 – 2:30 PM, 7:30 – 10:00 PM","Friday: 12:00 – 2:30 PM, 7:30 – 10:00 PM",Saturday: Closed,Sunday: Closed
Le Verre Moutarde restaurant Paris 17ème,"145 Rue de Saussure, Paris",01 42 27 35 55,http://www.leverremoutarde.com/,restaurant,"Monday: 11:45 AM – 2:30 PM, 7:00 – 10:15 PM","Tuesday: 11:45 AM – 2:30 PM, 7:00 – 10:15 PM","Wednesday: 11:45 AM – 2:30 PM, 7:00 – 10:15 PM","Thursday: 11:45 AM – 2:30 PM, 7:00 – 10:15 PM","Friday: 11:45 AM – 2:30 PM, 7:00 – 10:15 PM",Saturday: Closed,Sunday: Closed
Restaurant Frederic Simonin,"25 Rue Bayen, Paris",01 45 74 74 74,https://fredericsimonin.com/,restaurant,"Monday: 12:00 – 2:00 PM, 7:30 – 10:00 PM","Tuesday: 12:00 – 2:00 PM, 7:30 – 10:00 PM","Wednesday: 12:00 – 2:00 PM, 7:30 – 10:00 PM","Thursday: 12:00 – 2:00 PM, 7:30 – 10:00 PM","Friday: 12:00 – 2:00 PM, 7:30 – 10:00 PM",Saturday: Closed,Sunday: Closed
Le Chat Noir,"68 Bd de Clichy, Paris",01 46 06 94 28,https://le-chat-noir.eatbu.com/?lang=fr,bar,Monday: 7:00 AM – 5:00 AM,Tuesday: 7:00 AM – 5:00 AM,Wednesday: 7:00 AM – 5:00 AM,Thursday: 7:00 AM – 5:00 AM,Friday: 7:00 AM – 5:00 AM,Saturday: 7:00 AM – 5:00 AM,Sunday: 7:00 AM – 5:00 AM
Hippopotamus Steakhouse,"5 Bd des Batignolles, Paris",01 43 87 85 15,https://restaurants.hippopotamus.fr/hippopotamus-steakhouse-5b5195706eed?y_source=1_MTQ4MDU0NTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,restaurant,Monday: 12:00 PM – 12:00 AM,Tuesday: 12:00 PM – 12:00 AM,Wednesday: 12:00 PM – 12:00 AM,Thursday: 12:00 PM – 12:00 AM,Friday: 12:00 PM – 1:00 AM,Saturday: 12:00 PM – 1:00 AM,Sunday: 12:00 PM – 12:00 AM
Chez Pitou,"28 Rue Tholozé, Paris",01 42 54 24 21,http://chezpitoumontmartre.com/,restaurant,Monday: Closed,Tuesday: 7:00 – 10:00 PM,Wednesday: 7:00 – 10:00 PM,Thursday: 7:00 – 10:00 PM,Friday: 7:00 – 10:00 PM,Saturday: 7:00 – 10:00 PM,Sunday: Closed
Amore e Fantasia,"134 Rue Louis Rouquier, Levallois-Perret",01 47 37 46 88,http://www.amoreefantasia.com/,meal_takeaway,"Monday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 7:00 – 10:30 PM",Saturday: Closed,Sunday: Closed
Restaurant Libanais Saidoune,"35 Rue Legendre, Paris",01 47 63 83 08,http://www.restaurant-saidoune.mobimenu.fr/,restaurant,"Monday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Tuesday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Friday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Saturday: 12:00 – 2:30 PM, 7:00 – 11:00 PM",Sunday: Closed
Maison Pillet,"1 Rue Ampère, Paris",09 62 64 28 96,http://www.maisonpillet.fr/,restaurant,"Monday: 12:00 – 2:30 PM, 6:00 – 11:00 PM","Tuesday: 12:00 – 2:30 PM, 6:00 – 11:00 PM","Wednesday: 12:00 – 2:30 PM, 6:00 – 11:00 PM","Thursday: 12:00 – 2:30 PM, 6:00 – 11:00 PM","Friday: 12:00 – 2:30 PM, 6:00 – 11:00 PM",Saturday: Closed,Sunday: Closed
Restaurant Le Flamboire,"54 Rue Blanche, Paris",06 95 01 77 38,http://leflamboire.com/,restaurant,Monday: 6:30 – 10:30 PM,"Tuesday: 12:00 – 3:00 PM, 6:30 – 10:30 PM","Wednesday: 12:00 – 3:00 PM, 6:30 – 10:30 PM","Thursday: 12:00 – 3:00 PM, 6:30 – 10:30 PM","Friday: 12:00 – 3:00 PM, 6:30 – 10:30 PM",Saturday: 7:00 – 11:00 PM,Sunday: Closed
Moom Mam / Restaurant Thailandais à Paris,"19 Rue de Mogador, Paris",01 53 38 58 73,https://moommam.fr/,restaurant,"Monday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Saturday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Sunday: 12:00 – 2:30 PM, 7:00 – 10:30 PM"
Au Coin ! Bistrot-Bar Chic Paris 17 - Clichy,"2 Rue Hélène et François Missoffe, Paris",01 42 28 37 32,https://www.aucoin-paris.fr/,restaurant,Monday: 11:00 AM – 12:00 AM,Tuesday: 11:00 AM – 12:00 AM,Wednesday: 11:00 AM – 12:00 AM,Thursday: 11:00 AM – 12:00 AM,Friday: 11:00 AM – 12:00 AM,Saturday: Closed,Sunday: Closed
Aji Dulce,"19 Rue Notre Dame de Lorette, Paris",Not Available,http://ajidulce.fr/,restaurant,"Monday: 12:00 – 2:30 PM, 7:00 – 10:00 PM","Tuesday: 12:00 – 2:30 PM, 7:00 – 10:00 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:00 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:00 PM","Friday: 12:00 – 2:30 PM, 6:30 – 10:30 PM",Saturday: 12:30 – 10:30 PM,Sunday: 12:30 – 10:00 PM
